	NK_D_L	NK_D_H	NK_E_L	NK_E_H	NK_F_L	NK_F_H	NK_K_L	NK_K_H	NK_L_L	NK_L_H	NK_M_L	NK_M_H	NK_N_L	NK_N_H
ENSG00000267725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267729	10	11	12	7	7	22	7	7	32	29	23	14	30	14
ENSG00000267731	92	106	46	99	58	125	268	147	67	60	52	54	160	128
ENSG00000267732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267734	51	16	65	82	59	36	32	18	32	17	77	19	22	23
ENSG00000267735	6	2	0	0	0	4	0	0	1	0	0	0	0	0
ENSG00000267736	4	4	0	1	1	1	4	2	0	6	2	0	4	6
ENSG00000267737	47	39	39	19	40	20	24	0	50	19	76	27	45	34
ENSG00000267740	18	14	16	2	12	9	0	0	0	0	0	0	0	0
ENSG00000267741	9	0	0	3	8	2	9	2	2	2	8	5	8	17
ENSG00000267742	3	0	4	2	3	7	4	2	2	4	2	2	7	4
ENSG00000267743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267745	56	32	54	52	68	43	37	32	21	68	20	18	54	12
ENSG00000267746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267749	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267750	3	3	8	1	4	0	0	1	3	0	5	2	0	0
ENSG00000267751	78	49	51	57	91	86	27	32	54	105	122	99	162	120
ENSG00000267752	2	1	0	0	1	0	0	0	0	2	1	2	4	0
ENSG00000267755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267757	17	9	5	9	12	14	10	10	29	28	33	28	20	27
ENSG00000267758	8	1	0	0	9	14	2	11	15	0	34	12	19	16
ENSG00000267760	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000267761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267762	0	0	4	0	0	0	0	0	0	7	0	0	0	0
ENSG00000267764	118	118	64	85	126	135	157	148	204	495	265	133	452	311
ENSG00000267765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267766	3	0	0	0	0	0	3	0	0	0	4	0	8	3
ENSG00000267767	85	129	152	155	103	98	265	231	49	89	70	29	284	139
ENSG00000267768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267769	9	6	11	1	0	4	2	2	7	11	18	0	9	10
ENSG00000267770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267771	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000267772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267773	2	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000267774	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000267775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267777	0	0	0	0	0	0	16	15	0	6	0	0	0	0
ENSG00000267778	0	2	0	0	0	0	0	0	0	0	0	0	0	8
ENSG00000267779	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000267780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267781	0	0	9	6	0	0	3	0	0	0	6	0	6	0
ENSG00000267782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267783	29	75	38	62	27	44	36	56	101	112	26	79	136	107
ENSG00000267784	0	0	3	0	1	0	2	0	10	0	0	0	0	7
ENSG00000267786	0	0	0	2	0	0	0	0	0	2	0	0	0	0
ENSG00000267787	181	63	133	52	147	62	131	89	107	68	201	149	169	99
ENSG00000267788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267793	7	10	6	11	0	11	12	15	7	36	0	0	22	0
ENSG00000267794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267795	2	1	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000267796	604	546	710	520	569	541	544	641	559	443	522	819	962	757
ENSG00000267797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267800	7	0	7	1	0	0	4	2	0	0	0	2	2	4
ENSG00000267801	3	0	10	1	4	4	1	0	2	0	2	0	0	0
ENSG00000267808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267809	22	18	16	15	17	21	20	34	24	27	74	32	29	21
ENSG00000267811	31	21	12	9	35	15	16	24	28	58	33	26	19	24
ENSG00000267815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267827	2	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000267828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267834	13	4	20	2	14	18	1	12	13	18	14	10	12	13
ENSG00000267838	9	0	0	31	9	16	3	6	24	12	0	11	20	0
ENSG00000267852	25	8	38	17	43	30	9	13	12	21	16	13	32	27
ENSG00000267855	225	224	270	200	206	193	157	198	187	243	230	185	236	187
ENSG00000267857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267858	373	246	280	247	248	224	324	463	412	632	754	778	624	676
ENSG00000267868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267871	41	36	36	43	16	38	59	65	55	138	57	66	116	132
ENSG00000267872	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000267879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267882	3	1	2	0	1	0	7	3	0	2	0	4	1	0
ENSG00000267886	0	0	0	0	39	7	7	0	0	0	0	0	17	0
ENSG00000267890	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000267892	9	9	38	1	16	5	3	6	0	17	12	0	24	23
ENSG00000267895	3	8	9	12	1	14	9	5	0	2	11	10	17	21
ENSG00000267898	0	0	0	1	5	0	10	6	0	2	0	2	5	14
ENSG00000267904	85	30	64	30	41	41	20	29	19	135	55	56	90	51
ENSG00000267905	0	0	0	3	0	0	0	0	0	2	5	0	1	0
ENSG00000267908	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000267909	0	0	0	0	1	0	2	1	0	0	0	0	0	0
ENSG00000267919	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000267920	1	0	0	6	0	0	5	0	6	2	2	0	4	2
ENSG00000267922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267924	0	0	0	0	0	0	0	14	0	0	0	2	12	0
ENSG00000267927	31	5	30	13	2	21	15	2	2	3	9	26	47	15
ENSG00000267934	0	0	9	6	9	2	0	4	2	0	0	2	24	8
ENSG00000267938	1	2	14	2	6	1	3	0	4	0	11	6	3	1
ENSG00000267939	18	32	46	17	10	21	41	83	5	7	34	41	61	31
ENSG00000267940	9	10	41	55	69	71	18	53	113	122	92	111	136	111
ENSG00000267943	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000267952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267959	45	26	13	5	23	43	22	43	49	149	39	16	205	155
ENSG00000267961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267968	0	0	0	0	0	2	0	0	17	0	0	0	7	0
ENSG00000267978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267980	38	26	28	20	26	10	31	33	40	13	26	41	28	23
ENSG00000267984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267986	127	85	151	60	165	128	94	73	35	112	157	62	144	81
ENSG00000267990	15	4	9	0	0	2	8	2	0	0	0	1	1	3
ENSG00000267992	0	3	0	0	4	2	0	0	0	0	0	1	0	0
ENSG00000268001	108	59	246	220	254	192	152	186	169	346	213	369	211	185
ENSG00000268006	62	37	47	44	58	116	59	31	116	114	101	79	92	123
ENSG00000268009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268015	75	21	30	30	17	22	43	75	19	62	78	84	97	59
ENSG00000268020	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSG00000268027	3205	2225	2408	2755	2830	2864	3274	3989	3899	3800	3130	3696	4243	3413
ENSG00000268030	84	102	143	165	200	239	165	179	362	391	272	317	422	397
ENSG00000268034	70	63	103	60	80	60	116	209	89	82	75	96	192	136
ENSG00000268038	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268041	6	17	6	4	7	13	14	10	7	7	5	17	19	9
ENSG00000268043	1100	1271	649	808	1560	1635	1970	1136	852	778	1284	1421	1968	1517
ENSG00000268047	60	21	44	26	65	51	22	20	30	7	78	22	73	26
ENSG00000268049	28	13	32	41	14	15	22	10	19	5	0	13	12	7
ENSG00000268051	14	29	0	9	15	11	21	8	0	1	2	20	26	5
ENSG00000268053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268056	66	44	91	45	35	16	37	49	19	21	34	25	50	35
ENSG00000268058	10	26	0	3	21	1	18	17	0	0	0	0	1	4
ENSG00000268061	175	125	91	63	117	87	91	133	61	157	181	172	106	110
ENSG00000268062	0	0	0	0	1	4	0	0	4	0	0	0	0	4
ENSG00000268066	26	16	2	5	6	4	38	72	20	54	122	235	38	76
ENSG00000268067	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268069	3	7	0	14	9	10	4	3	9	0	2	1	7	8
ENSG00000268070	6	6	14	7	6	7	17	4	0	27	9	5	32	22
ENSG00000268074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268081	60	57	110	117	131	145	47	55	150	190	207	209	343	224
ENSG00000268083	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268087	11	2	5	3	1	8	8	24	5	4	14	8	2	6
ENSG00000268088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268093	46	38	24	45	32	40	21	60	41	52	84	36	71	34
ENSG00000268095	5	1	6	3	13	1	3	9	0	0	5	3	5	0
ENSG00000268100	2	0	0	0	0	0	1	1	0	0	0	2	0	2
ENSG00000268101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268105	2	0	0	0	7	4	4	2	2	4	8	2	2	6
ENSG00000268107	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268117	0	0	0	4	0	1	0	0	0	0	0	2	0	0
ENSG00000268119	36	56	81	12	56	26	22	20	35	25	11	27	55	37
ENSG00000268120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268129	20	25	7	12	21	43	21	25	26	37	35	22	45	45
ENSG00000268133	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268140	2	5	0	1	1	3	0	5	8	2	2	10	4	6
ENSG00000268144	6	1	0	2	2	0	6	4	9	0	14	14	16	16
ENSG00000268148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268154	304	96	241	96	175	128	61	117	44	70	68	80	80	72
ENSG00000268157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268163	15	4	18	13	3	1	1	1	0	0	6	1	0	0
ENSG00000268170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268173	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268182	24	8	18	19	1	5	34	10	0	2	8	14	10	37
ENSG00000268184	0	0	0	0	0	8	0	0	0	14	5	0	1	0
ENSG00000268186	0	0	7	8	0	0	0	0	3	0	0	0	0	0
ENSG00000268189	52	36	47	21	31	34	45	26	41	52	61	42	65	64
ENSG00000268191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268199	0	2	0	0	2	0	0	0	0	0	2	1	0	0
ENSG00000268201	7	5	22	12	10	14	8	13	12	58	17	2	20	4
ENSG00000268203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268204	167	138	165	103	132	95	227	209	226	252	161	170	248	145
ENSG00000268205	803	535	598	627	926	648	677	374	634	553	783	629	1167	804
ENSG00000268209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268218	143	181	187	121	124	144	98	158	102	117	102	237	212	108
ENSG00000268221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268222	13	4	7	7	9	4	6	8	5	4	2	5	6	0
ENSG00000268223	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000268230	52	31	74	18	38	33	14	34	19	12	14	41	18	4
ENSG00000268231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268234	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268240	3	3	0	0	0	1	0	0	0	2	0	0	1	0
ENSG00000268243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268257	37	26	115	54	85	49	91	47	23	38	180	138	114	104
ENSG00000268266	0	2	0	6	0	0	11	5	0	1	0	1	11	3
ENSG00000268267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268278	0	0	3	1	0	0	13	0	1	0	2	0	1	0
ENSG00000268279	38	51	35	23	23	43	42	21	17	5	20	30	40	32
ENSG00000268282	2	1	0	1	2	0	0	0	0	0	0	2	0	1
ENSG00000268287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268288	0	0	0	0	0	0	0	0	5	0	0	0	1	1
ENSG00000268289	0	2	0	0	0	1	0	1	0	0	2	0	1	0
ENSG00000268292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268293	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000268295	3	6	6	0	0	0	0	0	11	0	0	0	0	2
ENSG00000268296	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000268297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268307	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000268309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268316	5	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268320	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000268322	41	13	16	18	4	0	16	9	51	4	36	42	31	10
ENSG00000268324	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268336	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000268350	23	48	20	16	11	16	15	28	24	32	28	22	19	33
ENSG00000268355	4	10	6	6	0	7	6	0	6	4	5	3	36	10
ENSG00000268357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268361	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000268362	2224	1539	2725	1487	2120	1741	1754	1942	2163	3763	3865	2859	2656	1893
ENSG00000268364	53	9	37	28	11	15	54	44	81	72	115	111	75	58
ENSG00000268366	47	60	34	44	36	66	49	41	87	111	85	89	64	89
ENSG00000268375	29	20	24	26	35	17	25	19	19	41	33	30	31	28
ENSG00000268379	22	2	0	2	4	4	14	8	6	4	5	4	3	3
ENSG00000268388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268392	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268400	0	3	0	3	0	2	0	0	7	13	8	1	12	3
ENSG00000268401	3	2	3	4	4	2	0	7	0	20	51	0	1	3
ENSG00000268403	363	555	345	441	398	557	490	647	658	1375	993	833	987	843
ENSG00000268407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268412	3	3	7	4	2	1	2	1	10	17	5	8	9	9
ENSG00000268416	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000268433	11	0	89	6	33	6	0	0	0	0	0	40	27	19
ENSG00000268434	1	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000268438	21	5	0	5	6	2	10	12	0	18	0	7	7	21
ENSG00000268442	0	1	0	0	0	0	0	2	0	0	13	0	2	0
ENSG00000268447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268455	0	0	0	0	0	0	1	0	0	0	0	1	3	1
ENSG00000268458	1	0	0	0	0	2	0	2	2	0	0	0	0	0
ENSG00000268460	0	0	2	1	0	0	0	1	0	0	1	0	0	8
ENSG00000268461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268469	1	0	0	3	1	6	6	0	0	0	0	0	0	2
ENSG00000268471	164	260	223	231	179	177	256	265	370	431	192	345	402	295
ENSG00000268472	0	7	4	2	0	7	7	6	0	0	5	13	19	7
ENSG00000268473	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268480	2196	488	1787	703	1405	651	408	107	954	168	181	470	243	63
ENSG00000268483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268496	0	0	0	0	0	2	0	0	0	0	0	2	0	1
ENSG00000268499	19	6	25	14	15	10	1	4	4	21	9	4	11	8
ENSG00000268500	23	20	31	10	4	0	2	7	37	0	29	12	6	0
ENSG00000268505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268509	1	2	3	0	0	1	1	4	1	7	1	4	1	2
ENSG00000268510	12	0	0	0	8	0	0	4	0	0	0	0	0	3
ENSG00000268516	110	53	108	102	143	171	181	144	285	273	253	144	306	196
ENSG00000268518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268520	22	16	33	16	17	22	23	26	7	32	15	23	27	11
ENSG00000268521	0	3	8	17	17	10	0	3	7	0	0	2	0	5
ENSG00000268529	2	5	3	0	7	23	15	18	0	37	11	17	15	17
ENSG00000268530	0	0	0	0	0	0	2	0	2	0	1	0	0	0
ENSG00000268531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268532	0	0	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000268533	0	0	3	1	0	0	1	6	0	0	0	0	0	1
ENSG00000268535	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268536	3	5	0	4	0	0	0	0	7	10	9	9	4	4
ENSG00000268541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268545	0	0	0	0	0	13	0	0	0	0	0	0	8	0
ENSG00000268555	375	117	291	46	316	111	22	13	328	135	81	195	223	103
ENSG00000268560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268564	28	41	38	33	19	35	51	48	60	43	25	80	48	47
ENSG00000268565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268573	25	64	57	11	61	76	89	117	15	5	45	66	111	98
ENSG00000268575	410	312	118	135	306	283	399	210	184	136	121	218	397	192
ENSG00000268580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268581	14	20	4	11	5	25	10	15	15	9	11	2	7	4
ENSG00000268582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268583	3	0	2	4	0	0	2	1	0	0	0	0	0	0
ENSG00000268584	239	127	165	106	150	210	252	345	300	812	752	404	417	387
ENSG00000268589	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268598	0	0	0	8	2	2	5	0	0	0	6	0	0	0
ENSG00000268601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268603	0	0	7	2	1	5	0	0	0	0	5	6	0	12
ENSG00000268605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268618	9	3	28	34	19	18	4	3	8	4	17	7	13	9
ENSG00000268620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268621	0	1	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000268623	0	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000268628	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000268629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268635	96	103	20	47	81	42	65	75	156	286	169	182	311	211
ENSG00000268636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268649	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000268650	0	0	0	0	0	2	1	0	0	1	2	0	1	1
ENSG00000268651	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000268652	0	0	7	0	0	0	0	0	0	0	30	6	2	0
ENSG00000268654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268655	0	4	0	8	3	8	11	10	0	10	7	12	5	6
ENSG00000268658	0	0	4	0	14	0	32	0	2	2	29	47	37	34
ENSG00000268659	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000268660	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268663	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268670	42	22	84	21	41	55	37	23	33	105	94	61	71	95
ENSG00000268673	2	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000268674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268678	37	30	28	31	26	29	19	46	97	85	59	78	73	76
ENSG00000268681	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000268683	4	1	0	0	0	4	0	0	0	0	1	0	0	0
ENSG00000268685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268686	0	0	1	0	2	3	2	0	0	0	0	0	3	18
ENSG00000268696	0	0	1	6	0	0	0	1	0	0	0	0	3	0
ENSG00000268705	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000268707	0	0	11	0	8	2	2	1	4	15	0	0	9	18
ENSG00000268711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268713	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000268717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268723	0	0	0	2	1	0	0	2	0	0	4	0	0	2
ENSG00000268729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268731	2	0	0	2	0	1	4	0	0	6	3	2	0	0
ENSG00000268734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268738	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000268739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268742	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268743	5	3	6	0	0	3	6	4	0	10	0	6	0	2
ENSG00000268744	2	3	2	3	3	16	2	9	5	6	2	5	3	0
ENSG00000268745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268746	2	4	8	16	10	8	2	3	3	12	15	7	9	4
ENSG00000268747	0	0	0	0	2	0	1	0	0	1	0	0	0	0
ENSG00000268750	38	22	28	23	14	23	0	0	0	0	0	0	0	0
ENSG00000268751	2	6	9	3	3	1	21	15	33	3	6	21	29	12
ENSG00000268754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268756	27	11	15	22	16	11	1	6	10	4	4	7	10	20
ENSG00000268758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268764	47	5	15	20	13	18	15	12	1	4	14	12	31	25
ENSG00000268777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268785	3	2	0	3	3	11	0	12	7	10	22	9	19	3
ENSG00000268789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268790	0	1	0	3	0	3	2	2	0	5	0	4	7	2
ENSG00000268794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268798	193	96	157	103	155	103	84	52	65	72	39	161	129	74
ENSG00000268799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268804	14	13	19	19	17	15	11	10	16	43	38	15	45	29
ENSG00000268810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268812	7	0	5	8	6	1	0	0	0	0	0	2	1	0
ENSG00000268818	0	0	0	6	1	2	0	2	2	1	7	7	5	5
ENSG00000268823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268836	15	1	5	11	12	14	3	4	2	16	16	11	20	12
